title,desc,genre,media,len,sent_len,ECD,ECE,ECS,EFA,EFI,EFN,EFO,EFQ,EMO,EPH,EPT,ETD,ETN,IC,JC,JKC,JKG,JKI,JKM,JKO,JKQ,JKS,JX,MAC,MAG,MDN,MDT,NNB,NNG,NNM,NNP,NP,NR,OH,OL,SE,SF,SO,SP,SS,SW,UN,VA,VCN,VCP,VV,VX,VXA,VXV,XPN,XR,XSA,XSN,XSV,sent_num
아이 좀비,전도유망한 의과 레지던트가 어느 날 갑자기 좀비가 되어 생기는 이야기를 그린 드라마,드라마,naver,46,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Z 네이션,"좀비 바이러스가 세상을 휩쓸고 간 3년 후, 바이러스 백신을 만들 것이라는 유일한 희망으로 죽음과 공포의 여정에 오른 사람들의 이야기를 그린 액션 호러 드라마",드라마,naver,88,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
4월은 너의 거짓말,엄마의 죽음으로 피아노를 칠 수 없게 된 천재 소년이 목표도 없이 지내던 중 친구의 들러리로 나가게 된 데이트로 인해 인생이 바뀌어 가는 이야기,드라마,naver,80,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
와일드 알래스카,미국에서 가장 넓은 주인 알래스카의 울퉁불퉁한 해안에는 신기한 야생동물들이 서식하고 있다. 한겨울에 접어들어 해안이 어둠에 갇히기 전에 이곳의 동물들은 마음껏 햇살을 만끽한다. 위험천만한 알래스카 해안에서 펼쳐진 혹독한 환경을 이겨내며 살아가는 동물들을 만나본다.,드라마,naver,147,51.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,4.666666666666667,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,3
불야성,잠들지 않는 탐욕의 불빛들이 그 빛의 주인이 되기 위해 치열한 전쟁을 벌이는 과정을 그려낸 드라마,드라마,naver,54,54.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
남자가 사랑할때,인생의 한 순간 뜨거운 열풍에 휩싸인 주인공들의 사랑을 그린 치정 멜로드라마,드라마,naver,42,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
호프 밸리,젊은 여교사가 서부의 작은 탄광촌에서 아이들을 가르치게 되면서 일어나는 이야기,드라마,naver,43,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
벡스트,엉뚱하고 게으르지만 남다른 재치가 있는 잭과 아름답고 똑똑하지만 허당 기질이 다분한 조지나의 좌충우돌 수사 일기,드라마,naver,62,63.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1
베르사유,루이 14세가 왕정 확립을 위해 파리에서 베르사유로 권력을 이동시키려 하며 벌어지는 귀족들과의 갈등을 그린 드라마,드라마,naver,63,67.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
터치,빚쟁이 실업자로 전락한 메이크업 아티스트와 아이돌 데뷔에 실패한 연습생이 만나 새로운 꿈을 찾아가는 로맨틱 코미디 드라마,드라마,naver,67,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
Top Boy,이스트 런던에 있는 가상의 도시에서 마약 거래와 거리 갱에 관여하는 젊은이들의 삶의 모습을 그린 드라마,드라마,naver,57,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
뱀파이어 다이어리,뉴욕 외곽도시의 한 고등학교를 배경으로 두 뱀파이어 형제와 인간 소녀의 로맨스를 그린 이야기,드라마,naver,51,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
제3의 매력,"특별하지 않지만 내 눈에는 반짝거리는 서로의 '제3의 매력'에 빠진 두 남녀가 스물의 봄, 스물일곱의 여름, 서른둘의 가을과 겨울을 함께 통과하는 연애의 사계절을 그릴 12년의 연애 대서사시",드라마,naver,106,109.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
샨나라 연대기,"핵폭발로 인해 문명이 붕괴된 지 천년 후 원시적인 기술과 마법, 그리고 인간과 엘프, 드루이드가 공존하는 미래에 악마 군대를 막기 위한 모험을 그린 이야기",드라마,naver,86,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1
일곱 개의 대죄,왕국을 탈환한 '일곱 개의 대죄' 기사단과 공주. 그 후의 이야기를 담은 애니메이션,드라마,naver,46,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
파워퍼프걸,"유토니움 교수가 세상의 좋은 것만 모두 모아 만든 완벽한 세 소녀! 실수로 캐미컬 X가 재료에 들어가는 바람에 초능력을 갖게 된 파워퍼프걸은 타운스빌을 위협하는 온갖 무리들을 무찌르는 영웅이다. 하지만 한편으로는 무서움도 많고 징징대기도 하고, 티격태격 싸우기도 하는 딱 7살에...더보기",드라마,naver,161,83.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,0.5,0.5,0.5,8.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2
더 패키지,각기 다른 이유로 여행을 선택한 사람들이 서로 관여하고 싶지 않아도 관계를 맺게 되면서 벌어지는 사건과 소통의 여정을 그린 드라마,드라마,naver,72,72.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
삼총사,"조선 인조시대를 배경으로 강원도 무인이자 가난한 집안의 양반 출신으로 한양에 올라와 무과에 도전하는 '박달향'이 자칭 ""삼총사""인 '소현세자'와 그의 호위무사 '허승포', '안민서'를 만나, 조선과 명청 교체기의 혼란했던 중국을 오가며 펼치는 호쾌한 액션 로맨스...",드라마,naver,149,167.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
품위있는 그녀,요동치는 욕망의 군상들 가운데 마주한 두 여인의 엇갈린 삶에 대한 이야기,드라마,naver,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
아이돌 마스터,아이돌을 꿈꾸는 소녀들의 성장 스토리를 통해 각박한 현실 사회에 희망의 메시지를 전하는 청춘 힐링 드라마,드라마,naver,58,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
굿 와이프,승승장구하던 검사 남편이 정치 스캔들과 부정부패로 구속되자 결혼 이후 일을 그만두었던 아내가 가정의 생계를 책임지기 위해 변호사로 복귀하면서 자신의 진정한 정체성을 찾아가는 법정 수사 드라마,드라마,naver,106,106.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
플래시,혼수상태에서 깨어난 후 놀라운 능력을 갖게 된 과학수사 전문가가 도시를 위협하는 세력과 맞서 싸운다는 내용의 라이브 액션 슈퍼히어로물,드라마,naver,74,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
알바뛰는 마왕님,판타지 세계에서 도망친 마왕이 단칸방에서 생활하며 패스트푸드점에서 일하면서 벌어지는 이야기,드라마,naver,50,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
출출한 여자,"기획 윤성호, 박관수  감독 윤성호, 이우정, 김인선, 윤세영",드라마,naver,34,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
원헌드레드,인류의 생존 가능성을 실험하기 위해 핵전쟁으로 파괴된 지구로 보내지는 아이들의 이야기,드라마,naver,47,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
틴 타이탄 GO!,10대 히어로들의 평범하지만 평범하지 않은 일상을 그린 틴 타이탄의 외전 격인 애니메이션,드라마,naver,49,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
슈퍼걸,세상이 몰랐던 또 하나의 영웅. 슈퍼맨의 사촌이자 그를 지키기 위해 지구로 보내진 크립톤의 다른 생존자 '카라 조엘'. 슈퍼맨보다 강하고 슈퍼맨보다 사랑스러운 그녀의 영웅 성장기를 그린 드라마,드라마,naver,107,54.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,6.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2
성균관 스캔들,조선시대 금녀의 공간 성균관에서 벌어지는 청춘 4인방의 성장 멜로 드라마,드라마,naver,40,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
슈츠,대한민국 최고 로펌의 전설적인 변호사와 괴물 같은 기억력을 탑재한 가짜 신입 변호사의 브로맨스를 그린 드라마,드라마,naver,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
최강 배달꾼,짜장면 배달부인 주인공을 중심으로 대한민국 흙수저의 사랑과 성공을 그리는 드라마,드라마,naver,44,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
힘쎈 여자 도봉순,선천적으로 어마무시한 괴력을 타고난 도봉순이 세상 어디에도 본 적 없는 똘끼충만한 안민혁과 정의감에 불타는 인국두를 만나면서 벌어지는 세 남녀의 힘겨루기 로맨스,드라마,naver,89,95.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
비밀의 숲,감정을 느끼지 못하는 외톨이 검사와 정의롭고 따뜻한 형사가 검찰 스폰서 살인사건과 그 이면에 숨겨진 진실을 파헤치는 내부 비밀 추적극,드라마,naver,74,76.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1
스티븐 유니버스,인간과 마법 종족의 혼혈 소년이자 조직 '크리스탈 젬'의 막내인 스티븐의 이야기,드라마,naver,44,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
스타트렉: 보이저,지구로부터 7만 광년 떨어진 시공간에서 길을 잃은 USS 보이저 NCC-74656 탐사선과 여함장 캐서린 제인웨이가 다시 지구를 향해 돌아오는 여정을 그린 드라마,드라마,naver,90,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
스타트렉: 넥스트 제너레이션,'스타 트렉 : 디 오리지널 시리즈'로부터 70년이 지난 24세기를 배경으로 새로 건조된 엔터프라이즈-D의 함장과 그의 승무원들의 이야기를 그린 드라마,드라마,naver,84,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
스타트렉: 애니메이션,조기 종영 된 '스타 트렉 : 디 오리지널 시리즈'의 후반기 미션을 담은 애니메이션,드라마,naver,46,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
스타트렉: 엔터프라이즈,'스타트렉 : 디 오리지널 시리즈' 이전 우주 탐사 초창기 시절을 그린 프리퀄 드라마,드라마,naver,47,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
스타트렉: 딥 스페이스 나인,'스타 트렉 : 넥스트 제너레이션'의 스핀오프 작으로 우주선이 아닌 소행성 베이조에 위치한 우주기지 '딥 스페이스 나인'에서 벌어지는 이야기를 그린 드라마,드라마,naver,86,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
밥 잘 사주는 예쁜 누나,'그냥 아는 사이'로 지내던 두 남녀가 사랑에 빠지면서 그려가게 될 '진짜 연애'에 대한 이야기,드라마,naver,53,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
솔로몬의 위증,크리스마스에 벌어진 동급생의 추락사에 얽힌 진실을 찾기 위해 나선 학생들의 이야기,드라마,naver,45,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
마녀보감,저주로 얼어붙은 심장을 가진 백발마녀가 된 비운의 공주 서리(연희)와 마음속 성난 불꽃을 감춘 열혈 청춘 허준의 사랑과 성장을 그린 판타지 사극,드라마,naver,80,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
밀회,성공을 위해 앞만 바라보고 달려온 예술재단 기획실장 오혜원과 자신의 재능을 모르고 살아온 천재 피아니스트 이선재의 음악적 교감과 애틋한 사랑을 그린 멜로 드라마,드라마,naver,89,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
학교생활,"학교에 숙박하는 ""학교생활부""의 4명, 무드메이커 유키, 삽을 사랑하는 쿠루미, 모두를 한 데 모으는 리, 똑부러지는 후배 미 군의 이야기",드라마,naver,77,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
